hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:73	ABCG1	ATP binding cassette subfamily G member 1	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	ABC8	ATP-binding cassette transporter 8		ATP-binding cassette, sub-family G (WHITE), member 1	ATP binding cassette subfamily G	811	1999-10-26		2015-11-13	2020-09-17	9619	ENSG00000160179	OTTHUMG00000086791	uc002zaq.4	U34919	NM_207174	"CCDS42937|CCDS13681|CCDS13682|CCDS13683|CCDS42938"	P45844	"8659545|16870176"	MGI:107704	RGD:620294			603076										objectId:791										HGNC:73	"ENST00000398449.8|NM_016818.3"	
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	protein-coding gene	gene with protein product	Approved	21q21.3	21q21.3	"C3-C5|METH1|KIAA1346"	metalloprotease and thrombospondin-1		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1	ADAM metallopeptidases with thrombospondin type 1 motif	50	1998-11-19		2015-11-09	2021-12-09	9510	ENSG00000154734	OTTHUMG00000078688	uc002ymf.4	AF060152	NM_006988	CCDS33524	Q9UHI8	10438512	MGI:109249	RGD:621241			605174								M12.222		objectId:1674										HGNC:217	"ENST00000284984.8|NM_006988.5"	HGNC:217
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	protein-coding gene	gene with protein product	Approved	21q21.3	21q21.3	"ADMP-2|ADAMTS11"	aggrecanase-2		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	ADAM metallopeptidases with thrombospondin type 1 motif	50	1999-08-23		2015-11-09	2020-09-17	11096	ENSG00000154736	OTTHUMG00000078686	uc002ymg.4	AF142099	NM_007038	CCDS13579	Q9UNA0	10438522	MGI:1346321	RGD:735196			605007								M12.225		objectId:1678										HGNC:221	"ENST00000284987.6|NM_007038.5"	
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	"ADAR2|DRADA2|ADAR2g|DRABA2|RED1|hRED1|ADAR2a-L1|ADAR2a-L2|ADAR2a-L3|ADAR2a|ADAR2b|ADAR2c|ADAR2d"	RED1 homolog (rat)		adenosine deaminase, RNA-specific, B1 (homolog of rat RED1)	Adenosine deaminases acting on RNA	1303	1996-10-02		2019-01-18	2020-09-17	104	ENSG00000197381	OTTHUMG00000090295	uc002zgt.3	U76420	NM_015833	"CCDS33590|CCDS33589|CCDS42970"	P78563	"9143496|14759252"	MGI:891999	RGD:2033			601218															3.5.-.-					HGNC:226	"ENST00000348831.9|NM_001112.4"	HGNC:226
HGNC:326	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	"LPAAT-gamma|LPAAT3"				1-acylglycerol-3-phosphate O-acyltransferases	46	2000-05-16			2020-09-17	56894	ENSG00000160216	OTTHUMG00000086892	uc002zdv.4	AF156774	NM_020132	CCDS13703	Q9NRZ7	20537980	MGI:1336186	RGD:1305787			614794															2.3.1.51					HGNC:326	"ENST00000291572.13|NM_020132.5"	
HGNC:360	AIRE	autoimmune regulator	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	"PGA1|APS1"	autoimmune polyendocrinopathy candidiasis ectodermal dystrophy	APECED	autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)	PHD finger proteins	88	1997-09-05		2007-06-20	2021-05-26	326	ENSG00000160224	OTTHUMG00000086921	uc002zei.4	AB006684	NM_000383	CCDS13706	O43918	9398840	MGI:1338803	RGD:1311139	"AIREbase: Mutation registry for APECED|http://structure.bmc.lu.se/idbase/AIREbase/|LRG_18|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_18.xml"		607358					119562															HGNC:360	"ENST00000291582.6|NM_000383.4"	HGNC:360
HGNC:620	APP	amyloid beta precursor protein	protein-coding gene	gene with protein product	Approved	21q21.3	21q21.3	alpha-sAPP	peptidase nexin-II	AD1	"Alzheimer disease|amyloid beta (A4) precursor protein"	Receptor ligands	542	1986-01-01		2016-01-14	2021-01-26	351	ENSG00000142192	OTTHUMG00000078438	uc002ylz.4	M15533	NM_000484	"CCDS56211|CCDS56213|CCDS46638|CCDS13576|CCDS13577|CCDS33523|CCDS46639|CCDS56212"	P05067	1679289	MGI:88059	RGD:2139	Alzheimer Disease & Frontotemporal Dementia Mutation Database|http://www.molgen.ua.ac.be/ADMutations/		104760					121393			I02.015		ligandId:4865										HGNC:620	"ENST00000346798.8|NM_000484.4"	HGNC:620
HGNC:847	ATP5PF	ATP synthase peripheral stalk subunit F6	protein-coding gene	gene with protein product	Approved	21q21.3	21q21.3	CF6	"coupling factor 6|ATP synthase subunit h"	"ATP5A|ATP5|ATPM|ATP5J"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6|ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6|ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6"	Mitochondrial complex V: ATP synthase subunits	644	1993-02-25	2017-11-22	2017-11-22	2020-11-18	522	ENSG00000154723	OTTHUMG00000078442	uc002yls.4	M37104	NM_001685	"CCDS13574|CCDS46637"	P18859	"1830479|1825642"	MGI:107777	RGD:621376			603152										objectId:807										HGNC:847	"ENST00000284971.8|NM_001003703.2"	
HGNC:850	ATP5PO	ATP synthase peripheral stalk subunit OSCP	protein-coding gene	gene with protein product	Approved	21q22.11	21q22.11	"OSCP|ATPO"	oligomycin sensitivity conferring protein	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	Mitochondrial complex V: ATP synthase subunits	644	1995-04-12	2017-11-22	2017-11-22	2020-11-12	539	ENSG00000241837	OTTHUMG00000065186	uc002ytl.4	AF088071	NM_001697	CCDS13634	P48047	7490082	MGI:106341	RGD:621379			600828															3.6.3.14					HGNC:850	"ENST00000290299.7|NM_001697.3"	
HGNC:920	B3GALT5	beta-1,3-galactosyltransferase 5	protein-coding gene	gene with protein product	Approved	21q22.2	21q22.2	"beta3Gal-T5|B3GalT-V|GLCT5|B3T5"	"homolog of C. elegans Bt toxin resistance gene bre-5|GlcNAc-beta-1,3-galactosyltransferase 5"		"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5|UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase 5"	Beta 3-glycosyltransferases	426	1999-06-09		2016-04-26	2020-09-17	10317	ENSG00000183778	OTTHUMG00000086725	uc002yyb.3	AB020337	NM_033170	"CCDS74795|CCDS13667"	Q9Y2C3	10212226	MGI:2136878	RGD:1306727			604066																				HGNC:920	"ENST00000684187.2|NM_001356336.2"	
HGNC:934	BACE2	beta-secretase 2	protein-coding gene	gene with protein product	Approved	21q22.2-q22.3	21q22.2-q22.3	"CEAP1|DRAP|ALP56"	memapsin 1	AEPLC	beta-site APP-cleaving enzyme 2	Peptidase family A1	1928	2000-05-23		2018-05-09	2020-09-17	25825	ENSG00000182240	OTTHUMG00000086742	uc002yyw.5	AF117892	NM_012105	"CCDS13669|CCDS13668|CCDS13670"	Q9Y5Z0	"10965118|10830953"	MGI:1860440	RGD:1303241			605668								A01.041		objectId:2331					3.4.23.45					HGNC:934	"ENST00000330333.11|NM_012105.5"	
HGNC:935	BACH1	BTB domain and CNC homolog 1	protein-coding gene	gene with protein product	Approved	21q21.3	21q21.3	"BACH-1|BTBD24"			BTB and CNC homology 1, basic leucine zipper transcription factor 1	"Basic leucine zipper proteins|BTB domain containing"	"506|861"	1998-05-14		2016-01-28	2020-09-17	571	ENSG00000156273	OTTHUMG00000078878	uc061zlj.1	AF026200	NM_206866	CCDS13585	O14867	"9544839|9479503"	MGI:894680	RGD:1306693			602751																				HGNC:935	"ENST00000286800.8|NM_001186.4"	
HGNC:942	BAGE	B melanoma antigen	protein-coding gene	gene with protein product	Approved	21p11.1 not on reference assembly	21p11.1 not on reference assembly	"CT2.1|BAGE1"	cancer/testis antigen family 2, member 1			BAGE family	1848	1995-03-30			2017-11-23	574				U19180	NM_001187		Q13072	7895173					605167																						
HGNC:15728	BAGE3	BAGE family member 3	protein-coding gene	gene with protein product	Approved	21p11.2 not on reference assembly	21p11.2 not on reference assembly	CT2.3	cancer/testis antigen family 2, member 3		B melanoma antigen family, member 3	BAGE family	1848	2001-06-01		2017-02-24	2017-02-24	85318				AF339514	NM_182481		Q86Y29	12461691					617777																						
HGNC:15730	BAGE4	BAGE family member 4	protein-coding gene	gene with protein product	Approved	21p11.1 not on reference assembly	21p11.1 not on reference assembly	CT2.4	cancer/testis antigen family 2, member 4	MLL3P	"MLL3 pseudogene|B melanoma antigen family, member 4"	BAGE family	1848	2001-06-01		2017-02-24	2017-02-24	85317				AF339515	NM_181704		Q86Y28	12676563																											
HGNC:12760	BRWD1	bromodomain and WD repeat domain containing 1	protein-coding gene	gene with protein product	Approved	21q22.2	21q22.2	"FLJ11315|N143|DCAF19"		"C21orf107|WDR9"	"chromosome 21 open reading frame 107|WD repeat domain 9"	"WD repeat domain containing|DDB1 and CUL4 associated factors|Bromodomain containing"	"362|498|1232"	2000-05-23	2005-05-13	2005-05-13	2015-09-11	54014	ENSG00000185658	OTTHUMG00000066030	uc002yxk.3	AJ002572	NM_033656	"CCDS33557|CCDS13663|CCDS13662"	Q9NSI6		MGI:1890651	RGD:1309030			617824										objectId:2732										HGNC:12760	"ENST00000342449.8|NM_033656.4"	
HGNC:1132	BTG3	BTG anti-proliferation factor 3	protein-coding gene	gene with protein product	Approved	21q21.1	21q21.1	"ANA|tob55|APRO4|ANA/BTG3"			"BTG family, member 3|BTG family member 3"	BTG/Tob family	1309	2000-02-29		2016-07-04	2020-09-17	10950	ENSG00000154640	OTTHUMG00000074501	uc002ykk.4	D64110	NM_006806	"CCDS13569|CCDS46636"	Q14201	9632145	MGI:109532	RGD:2226			605674																				HGNC:1132	"ENST00000348354.7|NM_006806.5"	
HGNC:1266	C2CD2	C2 calcium dependent domain containing 2	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	"TMEM24L|DKFZP586F0422|C21orf258"	TMEM24-like	C21orf25	chromosome 21 open reading frame 25	C2 domain containing	823	2000-05-23	2007-10-17	2016-06-08	2020-09-17	25966	ENSG00000157617	OTTHUMG00000086779	uc002yzv.4	AB047784	NM_015500	"CCDS42933|CCDS13677"	Q9Y426	15289880	MGI:1891883	RGD:735112			617581																				HGNC:1266	"ENST00000380486.4|NM_015500.2"	
HGNC:1300	C21orf58	chromosome 21 open reading frame 58	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3							2000-05-23			2020-09-17	54058	ENSG00000160298	OTTHUMG00000090634	uc002zjf.5		NM_058180	"CCDS13735|CCDS68229"	P58505		MGI:1924214	RGD:1564149																							HGNC:1300	"ENST00000291691.12|NM_058180.5"	
HGNC:1305	C21orf62	chromosome 21 open reading frame 62	protein-coding gene	gene with protein product	Approved	21q22.11	21q22.11	"B37|PRED81"		C21orf120	chromosome 21 open reading frame 120			2000-08-22			2020-09-17	56245	ENSG00000205929	OTTHUMG00000163477	uc011adt.3	AF231922	NM_019596	CCDS42919	Q9NYP8		MGI:1921637	RGD:1562726																							HGNC:1305	"ENST00000479548.2|NM_001162495.3"	
HGNC:16459	C21orf91	chromosome 21 open reading frame 91	protein-coding gene	gene with protein product	Approved	21q21.1	21q21.1	"YG81|EURL|CSSG1"	"cold sore susceptibility gene 1|early undifferentiated retina and lens"	"C21orf38|C21orf14"	chromosome 21 open reading frame 38			2001-08-24		2003-07-22	2022-01-05	54149	ENSG00000154642	OTTHUMG00000074509	uc002yko.4	AF239726	NM_017447	"CCDS42908|CCDS42909|CCDS42907"	Q9NYK6	"22039568|27404227|33796011|34145395"	MGI:1196400	RGD:1563888																							HGNC:16459	"ENST00000284881.9|NM_001100420.2"	
HGNC:39602	C21orf140	chromosome 21 open reading frame 140	protein-coding gene	gene with protein product	Approved	21q22.12	21q22.12			FAM243A	family with sequence similarity 243 member A			2013-11-05	2021-06-18	2021-06-18	2021-06-18	101928147	ENSG00000222018	OTTHUMG00000154291			NM_001282537	CCDS63357	B9A014		MGI:1922578	RGD:1560327																							HGNC:39602	"ENST00000410005.2|NM_001282537.2"	
HGNC:1548	CBR1	carbonyl reductase 1	protein-coding gene	gene with protein product	Approved	21q22.12	21q22.12	SDR21C1	short chain dehydrogenase/reductase family 21C, member 1	CBR		Short chain dehydrogenase/reductase superfamily	743	1991-02-20			2020-09-17	873	ENSG00000159228	OTTHUMG00000086618	uc002yvb.3		NM_001286789	"CCDS13641|CCDS68202"	P16152	"8432528|19027726"	MGI:88284	RGD:2286			114830										objectId:1383					1.1.1.184					HGNC:1548	"ENST00000290349.11|NM_001757.4"	
HGNC:1549	CBR3	carbonyl reductase 3	protein-coding gene	gene with protein product	Approved	21q22.12	21q22.12	SDR21C2	short chain dehydrogenase/reductase family 21C, member 2			Short chain dehydrogenase/reductase superfamily	743	1998-01-16			2020-09-17	874	ENSG00000159231	OTTHUMG00000086617	uc002yve.4	AB004854	NM_001236	CCDS13642	O75828	"9740676|19027726"	MGI:1309992	RGD:1309728			603608															1.1.1.184					HGNC:1549	"ENST00000290354.6|NM_001236.4"	
HGNC:1550	CBS	cystathionine beta-synthase	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	HIP4			cystathionine-beta-synthase			2001-06-22		2019-07-05	2021-04-13	875	ENSG00000160200	OTTHUMG00000086834	uc002zcv.3	L14577	NM_000071	CCDS13693	P35520	9790750	MGI:88285	RGD:2287	"Cystathionine beta-synthase database|http://cbs.lf1.cuni.cz/index.php|LRG_777|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_777.xml"		613381					119199					objectId:1443					4.2.1.22					HGNC:1550	"ENST00000398165.8|NM_000071.3"	HGNC:1550
HGNC:1623	CCT8	chaperonin containing TCP1 subunit 8	protein-coding gene	gene with protein product	Approved	21q21.3	21q21.3	"Cctq|PRED71"		C21orf112	"chromosome 21 open reading frame 112|chaperonin containing TCP1, subunit 8 (theta)"	Chaperonins	587	1999-02-26		2016-01-06	2016-01-06	10694	ENSG00000156261	OTTHUMG00000044595	uc002ynb.5	Z37163	NM_001282907	"CCDS68180|CCDS33528|CCDS68181"	P50990	7890169	MGI:107183	RGD:1305452			617786																				HGNC:1623	"ENST00000286788.9|NM_006585.4"	
HGNC:1301	CFAP298	cilia and flagella associated protein 298	protein-coding gene	gene with protein product	Approved	21q22.11	21q22.11	"FLJ20467|FBB18|CILD26|Kur|DNAAF16"	"kurly homolog (zebrafish)|dynein axonemal assembly factor 16"	"C21orf48|C21orf59"	"chromosome 21 open reading frame 48|chromosome 21 open reading frame 59"	"Cilia and flagella associated|Axonemal dynein assembly factors"	"1491|1627"	2000-06-28	2018-02-02	2018-02-02	2021-11-26	56683	ENSG00000159079	OTTHUMG00000179510	uc002yqc.4	AF282851	NM_021254	"CCDS13617|CCDS86984|CCDS86985"	P57076	"30228263|24094744|26904945"	MGI:1915251	RGD:1306954			615494					367619															HGNC:1301	"ENST00000290155.8|NM_021254.4"	HGNC:1301
HGNC:1260	CFAP410	cilia and flagella associated protein 410	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	"YF5|A2|LRRC76"	"nuclear encoded mitochondrial protein|leucine rich repeat containing 76"	C21orf2	chromosome 21 open reading frame 2			1998-08-06	2018-07-05	2018-07-05	2021-05-26	755	ENSG00000160226	OTTHUMG00000086909	uc002zep.2	Y11392	NM_004928	"CCDS13709|CCDS59444|CCDS59445"	O43822	"9465297|26974433|26290490|27548899"	MGI:1915134	RGD:1309594			603191					470022															HGNC:1260	"ENST00000339818.9|NM_004928.3"	HGNC:1260
HGNC:1911	CHAF1B	chromatin assembly factor 1 subunit B	protein-coding gene	gene with protein product	Approved	21q22.12-q22.13	21q22.12-q22.13	"CAF1P60|CAF-1|CAF1|CAF1A|MPP7|MPHOSPH7"	"M-phase phosphoprotein 7|Chromatin assembly factor I, p60 subunit|human chromatin assembly factor-I p60 subunit"		chromatin assembly factor 1, subunit B (p60)	WD repeat domain containing	362	1999-09-29		2015-11-23	2018-02-13	8208	ENSG00000159259	OTTHUMG00000086606	uc002yvj.4	U20980	NM_005441	CCDS13644	Q13112	"7600578|8792829"	MGI:1314881	RGD:1307634			601245																				HGNC:1911	"ENST00000314103.6|NM_005441.3"	HGNC:1911
HGNC:17807	CHODL	chondrolectin	protein-coding gene	gene with protein product	Approved	21q21.1	21q21.1	"FLJ12627|PRED12|MT75"		C21orf68	chromosome 21 open reading frame 68	C-type lectin domain containing	1298	2001-12-14		2002-07-04	2016-10-05	140578	ENSG00000154645	OTTHUMG00000074519	uc002ykv.5	AF257472	NM_024944	"CCDS56210|CCDS56209|CCDS56208|CCDS13570"	Q9H9P2	12079284	MGI:2179069	RGD:1309885			607247																				HGNC:17807	"ENST00000299295.7|NM_024944.3"	
HGNC:2050	CLDN8	claudin 8	protein-coding gene	gene with protein product	Approved	21q22.11	21q22.11					Claudins	488	1998-11-19			2016-10-05	9073	ENSG00000156284	OTTHUMG00000081872	uc002ynu.3	AJ250711	NM_199328	CCDS13587	P56748	9892664	MGI:1859286	RGD:1308575			611231																				HGNC:2050	"ENST00000399899.2|NM_199328.3"	
HGNC:2035	CLDN14	claudin 14	protein-coding gene	gene with protein product	Approved	21q22.13	21q22.13			DFNB29		Claudins	488	1999-11-26			2021-05-26	23562	ENSG00000159261	OTTHUMG00000086638	uc002yvo.2	AJ132445	NM_144492	CCDS13645	O95500	11163249	MGI:1860425	RGD:1309165	Hereditary Hearing Loss Homepage|http://hereditaryhearingloss.org		605608					166812															HGNC:2035	"ENST00000399135.6|NM_001146079.2"	HGNC:2035
HGNC:2038	CLDN17	claudin 17	protein-coding gene	gene with protein product	Approved	21q21.3	21q21.3	"MGC126552|MGC126554"				Claudins	488	1999-11-19			2016-10-05	26285	ENSG00000156282	OTTHUMG00000081873	uc011acv.3	AJ250712	NM_012131	CCDS13586	P56750	12736707	MGI:2652030	RGD:1307462			617005																				HGNC:2038	"ENST00000286808.5|NM_012131.3"	
HGNC:2065	CLIC6	chloride intracellular channel 6	protein-coding gene	gene with protein product	Approved	21q22.12	21q22.12	CLIC5		CLIC1L		Chloride intracellular channels	307	2000-05-23			2015-08-28	54102	ENSG00000159212	OTTHUMG00000086237	uc002yuf.2	AF426169	NM_001317009	"CCDS13638|CCDS82669"	Q96NY7	10830953	MGI:2146607	RGD:727938			615321																				HGNC:2065	"ENST00000349499.3|NM_053277.3"	
HGNC:2211	COL6A1	collagen type VI alpha 1 chain	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3				collagen, type VI, alpha 1	Collagens	490	2001-06-22		2016-07-20	2021-05-26	1291	ENSG00000142156	OTTHUMG00000090440	uc002zhu.2	M20776	NM_001848	CCDS13727	P12109	23869615	MGI:88459	RGD:1565398	"Leiden Muscular Dystrophy Pages|http://www.LOVD.nl/COL6A1|Leiden Muscular Dystrophy pages|http://www.dmd.nl/nmdb2/home.php?select_db=COL6A1|LRG_475|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_475.xml"		120220					120732															HGNC:2211	"ENST00000361866.8|NM_001848.3"	HGNC:2211
HGNC:2212	COL6A2	collagen type VI alpha 2 chain	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3				collagen type VI alpha 2	Collagens	490	2001-06-22		2016-07-20	2021-05-26	1292	ENSG00000142173	OTTHUMG00000090489	uc002zia.2	M20777	NM_001849	"CCDS13730|CCDS13729|CCDS13728"	P12110	23869615	MGI:88460	RGD:1305585	"Leiden Muscular Dystrophy Pages|http://www.LOVD.nl/COL6A2|Leiden Muscular Dystrophy pages|http://www.dmd.nl/nmdb2/home.php?select_db=COL6A2|LRG_476|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_476.xml"		120240					120734															HGNC:2212	"ENST00000300527.9|NM_001849.4"	HGNC:2212
HGNC:2195	COL18A1	collagen type XVIII alpha 1 chain	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	"KS|KNO1"	endostatin	KNO	"Knobloch syndrome, type 1|collagen, type XVIII, alpha 1"	"Collagens|MicroRNA protein coding host genes"	"490|1691"	1993-05-25		2016-05-26	2021-05-26	80781	ENSG00000182871	OTTHUMG00000090407	uc062awh.1		NM_001379500	"CCDS77643|CCDS42972"	P39060	"8188291|8776601|10942434|17546652"	MGI:88451	RGD:70936			120328					120702															HGNC:2195	"ENST00000651438.1|NM_001379500.1"	HGNC:2195
HGNC:2388	CRYAA	crystallin alpha A	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	HSPB4		CRYA1	crystallin, alpha A	Small heat shock proteins	585	1986-01-01		2015-11-12	2021-05-26	1409	ENSG00000160202	OTTHUMG00000086842	uc002zdd.3		NM_000394	"CCDS86989|CCDS13695"	P02489		MGI:88515	RGD:2413	Global Variome shared LOVD|https://databases.lovd.nl/shared/genes/CRYAA		123580					120828															HGNC:2388	"ENST00000291554.6|NM_000394.4"	HGNC:2388
HGNC:2420	CRYZL1	crystallin zeta like 1	protein-coding gene	gene with protein product	Approved	21q22.11	21q22.11	"QOH-1|4P11"	quinone reductase-like 1		crystallin, zeta (quinone reductase)-like 1			1999-05-06		2015-11-12	2016-10-05	9946	ENSG00000205758	OTTHUMG00000065954	uc061zsg.1	AF029689	NM_145858	CCDS13633	O95825	10191096	MGI:1913859	RGD:1310219			603920																				HGNC:2420	"ENST00000381554.8|NM_145858.3"	
HGNC:2482	CSTB	cystatin B	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	"CST6|PME"	"stefin B|Epilepsy, progressive myoclonic 1"	"EPM1|STFB"	cystatin B (stefin B)	Cystatins, type 1	966	1996-12-12		2015-12-16	2021-05-26	1476	ENSG00000160213	OTTHUMG00000086886	uc002zdr.5	L03558	NM_000100	CCDS13701	P04080	8596935	MGI:109514	RGD:2435	LRG_485|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_485.xml		601145					120867			I25.003												HGNC:2482	"ENST00000291568.7|NM_000100.4"	HGNC:2482
HGNC:2559	CXADR	CXADR Ig-like cell adhesion molecule	protein-coding gene	gene with protein product	Approved	21q21.1	21q21.1	CAR			"coxsackie virus and adenovirus receptor|CXADR, Ig-like cell adhesion molecule"	"V-set domain containing|IgCAM CXADR-related subfamily"	"590|1414"	1998-03-24		2019-01-25	2019-01-25	1525	ENSG00000154639	OTTHUMG00000074508	uc002yki.4	Y07593	NM_001207063	"CCDS56205|CCDS56206|CCDS33519|CCDS56204|CCDS56207"	P78310	"9036860|9096397|20813955"	MGI:1201679	RGD:619794			602621																				HGNC:2559	"ENST00000284878.12|NM_001338.5"	
HGNC:16274	CYYR1	cysteine and tyrosine rich 1	protein-coding gene	gene with protein product	Approved	21q21.3	21q21.3			C21orf95	cysteine/tyrosine-rich 1			2001-07-23		2016-04-21	2016-10-05	116159	ENSG00000166265	OTTHUMG00000078689	uc002ymd.4	AY061853	NM_052954		Q96J86	"12036297|12062809|24981926"	MGI:2152187	RGD:1359578			616020																				HGNC:16274	"ENST00000652641.2|NM_001320768.2"	
HGNC:17217	DIP2A	disco interacting protein 2 homolog A	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	"Dip2|KIAA0184"		C21orf106	"chromosome 21 open reading frame 106|DIP2 disco-interacting protein 2 homolog A (Drosophila)"			2003-12-15	2006-01-13	2015-11-23	2015-11-23	23181	ENSG00000160305	OTTHUMG00000090717	uc002zjo.3	AF490768	NM_015151	"CCDS54490|CCDS46657|CCDS46656|CCDS46655|CCDS54491"	Q14689		MGI:2385920	RGD:1582897			607711																				HGNC:17217	"ENST00000417564.3|NM_015151.4"	HGNC:17217
HGNC:1297	DNAJC28	DnaJ heat shock protein family (Hsp40) member C28	protein-coding gene	gene with protein product	Approved	21q22.11	21q22.11	C21orf78	Orf28	C21orf55	"chromosome 21 open reading frame 55|DnaJ (Hsp40) homolog, subfamily C, member 28"	DNAJ (HSP40) heat shock proteins	584	2000-05-23	2008-06-17	2015-11-19	2020-09-17	54943	ENSG00000177692	OTTHUMG00000065531	uc061zqn.1	AK000468	NM_001040192	CCDS13626	Q9NX36		MGI:2181053	RGD:1359589																							HGNC:1297	"ENST00000381947.4|NM_001040192.3"	
