hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:5	A1BG	alpha-1-B glycoprotein	protein-coding gene	gene with protein product	Approved	19q13.43	19q13.43					Immunoglobulin like domain containing	594	1989-06-30			2020-09-17	1	ENSG00000121410	OTTHUMG00000183507	uc002qsd.5		NM_130786	CCDS12976	P04217	2591067	MGI:2152878	RGD:69417			138670								I43.950												HGNC:5	"ENST00000263100.8|NM_130786.4"	
HGNC:37	ABCA7	ATP binding cassette subfamily A member 7	protein-coding gene	gene with protein product	Approved	19p13.3	19p13.3	ABCX			ATP-binding cassette, sub-family A (ABC1), member 7	ATP binding cassette subfamily A	805	1999-06-11		2015-11-13	2020-09-17	10347	ENSG00000064687	OTTHUMG00000167547	uc002lqw.5	AF328787	NM_019112	CCDS12055	Q8IZY2	"10873640|11435699|12917409"	MGI:1351646	RGD:1303134			605414										objectId:762										HGNC:37	"ENST00000263094.11|NM_019112.4"	
HGNC:23759	ABHD8	abhydrolase domain containing 8	protein-coding gene	gene with protein product	Approved	19p13.11	19p13.11	"FLJ11743|MGC14280|MGC2512"				Abhydrolase domain containing	4	2003-12-08			2016-10-05	79575	ENSG00000127220	OTTHUMG00000182663	uc002ngb.4	AK021805	NM_024527	CCDS12355	Q96I13	12477932	MGI:1918946	RGD:1305693											S33.011												HGNC:23759	"ENST00000247706.4|NM_024527.5"	
HGNC:28756	ABHD17A	abhydrolase domain containing 17A, depalmitoylase	protein-coding gene	gene with protein product	Approved	19p13.3	19p13.3	MGC5244		"C19orf27|FAM108A1"	"chromosome 19 open reading frame 27|family with sequence similarity 108, member A1|abhydrolase domain containing 17A"	"Abhydrolase domain containing|Depalmitoylases"	"4|1749"	2004-03-17	2013-03-15	2020-01-21	2020-01-21	81926	ENSG00000129968	OTTHUMG00000171872	uc002lug.4	BC020512	NM_031213	"CCDS32867|CCDS45902"	Q96GS6	"14702039|26701913|27307232|28521134"	MGI:106388	RGD:1359682			617942								S09.052												HGNC:28756	"ENST00000292577.12|NM_001130111.2"	
HGNC:18356	ACER1	alkaline ceramidase 1	protein-coding gene	gene with protein product	Approved	19p13.3	19p13.3			ASAH3	N-acylsphingosine amidohydrolase (alkaline ceramidase) 3	Alkaline ceramidases	400	2003-09-29	2008-12-19	2008-12-19	2015-09-21	125981	ENSG00000167769	OTTHUMG00000180777	uc002mel.3	AF347024	NM_133492	CCDS12161	Q8TDN7	12783875	MGI:2181962	RGD:1588582			613491										objectId:2468					3.5.1.23					HGNC:18356	"ENST00000301452.5|NM_133492.3"	
HGNC:14376	ACP4	acid phosphatase 4	protein-coding gene	gene with protein product	Approved	19q13.33	19q13.33		testicular acid phosphatase	ACPT	acid phosphatase, testicular	Acid phosphatases	1071	2001-07-13	2017-06-23	2017-06-23	2021-05-26	93650	ENSG00000142513	OTTHUMG00000182961	uc002pta.1	AF321918	NM_033068	CCDS12802	Q9BZG2	11414767	MGI:3644563	RGD:1308270			606362																				HGNC:14376	"ENST00000270593.2|NM_033068.3"	HGNC:14376
HGNC:124	ACP5	acid phosphatase 5, tartrate resistant	protein-coding gene	gene with protein product	Approved	19p13.2	19p13.2	"TRAP|HPAP|TRAcP"	"tartrate-resistant acid phosphatase|human purple acid phosphatase"			Acid phosphatases	1071	1989-02-23			2022-02-10	54	ENSG00000102575	OTTHUMG00000182036	uc002msi.5	X14618	NM_001111034	CCDS12265	P13686	"8449511|2338077"	MGI:87883	RGD:2022	LRG_1218|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1218.xml		171640					259358										3.1.3.2					HGNC:124	"ENST00000648477.1|NM_001611.5"	HGNC:124
HGNC:33781	ACP7	acid phosphatase 7, tartrate resistant (putative)	protein-coding gene	gene with protein product	Approved	19q13.2	19q13.2	"FLJ16165|PAPL1|PAPL"	purple acid phosphatase long form 1			Acid phosphatases	1071	2015-11-18			2016-11-17	390928	ENSG00000183760	OTTHUMG00000182799			NM_001004318	"CCDS33018|CCDS86764"	Q6ZNF0	16793224	MGI:2142121	RGD:1585399			610490																				HGNC:33781	"ENST00000331256.10|NM_001004318.3"	
HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2	protein-coding gene	gene with protein product	Approved	19p13.3	19p13.3	"BGR|PRTD-NY3|DKFZp434K1635"	bubblegum related protein			Acyl-CoA synthetase family	40	2005-09-08			2018-05-03	81616	ENSG00000130377	OTTHUMG00000180754	uc002mef.3		NM_030924	"CCDS12159|CCDS74269|CCDS82282"	Q5FVE4	11230166	MGI:3587728	RGD:1588580			614363																				HGNC:24174	"ENST00000588485.6|NM_030924.5"	
HGNC:28494	ACTL9	actin like 9	protein-coding gene	gene with protein product	Approved	19p13.2	19p13.2	MGC33407				Actin related proteins	1436	2009-05-15		2015-11-17	2015-11-17	284382	ENSG00000181786	OTTHUMG00000182194	uc032hly.2		NM_178525	CCDS12207	Q8TC94		MGI:1916731	RGD:1306886			619251																				HGNC:28494	"ENST00000324436.5|NM_178525.5"	HGNC:28494
